paper_doi,parameter_id,value,uncertainty_abs,uncertainty_rel_pct,kind,excerpt
10.47191/ijcsrr/V4-i3-06,cme1qmgti0040lllgm8y3jcb7,992,2,0.201,range_halfwidth, 992-996
10.47191/ijcsrr/V4-i3-06,cme1qmgti0040lllgm8y3jcb7,1353,2,0.201,range_halfwidth, 992-996
10.47191/ijcsrr/V4-i3-06,cme1qmgti0040lllgm8y3jcb7,1773,3.5,0.258,range_halfwidth, 1353-1360
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,34,41,97.619,range_halfwidth, 1-83
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,247,5,1.984,range_halfwidth, 247-257
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,185,2.5,1.333,range_halfwidth, 185-190
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,992,2,0.201,range_halfwidth, 992-996
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,1353,2,0.201,range_halfwidth, 992-996
10.47191/ijcsrr/V4-i4-08,cme1qmgti0040lllgm8y3jcb7,32,6,15.789,range_halfwidth, 32-44
10.1039/c9ra06255f,cme1qmhfs0046lllgaxitz0l1,3.74,0.16,4.278,plus_minus_abs,3.74 ± 0.16
10.1039/c9ra06255f,cme1qmhfs0046lllgaxitz0l1,4.04,0.13,3.218,plus_minus_abs,4.04 ± 0.13
10.1039/c9ra06255f,cme1qmhfs0046lllgaxitz0l1,4.47,0.11,2.461,plus_minus_abs,4.47 ± 0.11
10.1039/c9ra06255f,cme1qmhfs0046lllgaxitz0l1,5.14,0.2,3.891,plus_minus_abs,5.14 ± 0.2
10.4314/dujopas.v9i4a.8,cme1qmhfs0046lllgaxitz0l1,23398,98,0.419,plus_minus_abs,23398 ± 98
10.33263/BRIAC124.56015609,cme1qmhfs0046lllgaxitz0l1,90.1,0.3,0.333,plus_minus_abs,90.10±0.30
10.24857/rgsa.v18n11-121,cme1qmhfs0046lllgaxitz0l1,3700,752,18.966,plus_minus_abs,3965 ±752
10.1016/0968-0004(92)90249-9,cme1qmhny0049lllglt0kurie,2859,692,31.934,range_halfwidth,1475-2859
10.14710/presipitasi.crossmark,cme1qmhny0049lllglt0kurie,25,5,16.667,range_halfwidth,between 25-35
10.14710/presipitasi.crossmark,cme1qmhny0049lllglt0kurie,324,4.5,1.370,range_halfwidth, 324-333
10.4028/www.scientific.net/AMM.855.91,cme1qmhny0049lllglt0kurie,4,0.5,11.111,range_halfwidth, 4-5
10.1039/c9ra06255f,cme1qmhwa004clllg90sbuhnr,3.74,0.16,4.278,plus_minus_abs,3.74 ± 0.16
10.1039/c9ra06255f,cme1qmhwa004clllg90sbuhnr,4.04,0.13,3.218,plus_minus_abs,4.04 ± 0.13
10.1039/c9ra06255f,cme1qmhwa004clllg90sbuhnr,4.47,0.11,2.461,plus_minus_abs,4.47 ± 0.11
10.1039/c9ra06255f,cme1qmhwa004clllg90sbuhnr,5.14,0.2,3.891,plus_minus_abs,5.14 ± 0.2
10.1038/srep06779,cme1qmhwa004clllg90sbuhnr,22,2.1,9.545,plus_minus_abs,22 ± 2.1
10.4314/dujopas.v9i4a.8,cme1qmhwa004clllg90sbuhnr,30421,124,0.408,plus_minus_abs,30421 ± 124
10.4186/ej.2022.26.10.11,cme1qmhwa004clllg90sbuhnr,0,0,0.000,plus_minus_abs,706±0.00
10.55463/issn.1674-2974,cme1qmhwa004clllg90sbuhnr,5248,1045,24.863,range_halfwidth,from 3158 to 5248
10.55463/issn.1674-2974,cme1qmhwa004clllg90sbuhnr,4094,1045,24.863,range_halfwidth,from 3158 to 5248
10.21203/rs.3.rs-2847089/v1,cme1qmkp80059lllgr1bifp04,1.57,0.5,33.333,range_halfwidth, 1 and 2
10.21203/rs.3.rs-2847089/v1,cme1qmkp80059lllgr1bifp04,1.33,0.5,33.333,range_halfwidth, 1 and 2
10.3389/fsoil.2023.1129040,cme1qmkxi005clllgcfuibke5,5,0.5,9.091,range_halfwidth, 5-6
10.3389/fsoil.2023.1129040,cme1qmkxi005clllgcfuibke5,7,0.5,9.091,range_halfwidth, 5-6
10.36948/ijfmr.2023.v05i04.5618,cme1qmkxi005clllgcfuibke5,20,0.5,2.439,range_halfwidth,20-21
10.1016/j.enconman.2024.118224,cme1qmpsy006nlllg8opfbtph,5,0.5,11.111,range_halfwidth, 4 - 5
10.11159/iceptp25.142,cme1qmwli008clllgcxk5qh5r,40.314,6.813,16.900,plus_minus_abs,40.314 ± 6.813
10.4186/ej.2022.26.10.11,cme1qmwli008clllgcxk5qh5r,0,75.2,192.821,plus_minus_abs,39.0±75.2
10.1007/s11356-020-10167-7,cme1qmwli008clllgcxk5qh5r,18,10,47.619,plus_minus_abs,21 ± 10
10.1016/b978-0-443-33600-3.00019-4,cme1qmx1q008illlgh8917pzi,0.25,0.024999999999999994,11.111,range_halfwidth, 0.2–0.25
10.2166/wst.2007.490,cme1qmx1q008illlgh8917pzi,-0.325,0.03900000000000001,10.714,range_halfwidth,-0.403 and -0.325
10.4314/njb.v41i2.3,cme1qmx9u008llllgtkaxr9do,9.38,2.5850000000000004,38.043,range_halfwidth,from 4.21 to 9.38
10.21924/cst.9.1.2024.1372,cme1qmx9u008llllgtkaxr9do,20.96,0.18,0.859,plus_minus_abs,20.96 ± 0.18
10.21924/cst.9.1.2024.1372,cme1qmx9u008llllgtkaxr9do,49.33,0.36,0.730,plus_minus_abs,49.33 ± 0.36
10.48048/tis.2023.5490,cme1qmx9u008llllgtkaxr9do,0.5,0.01,2.000,plus_minus_abs,0.50 ± 0.01
10.1016/b978-0-443-33600-3.00019-4,cme1qmx9u008llllgtkaxr9do,0.7,0.10000000000000003,12.500,range_halfwidth, 0.7 and 0.9
10.1016/b978-0-443-33600-3.00019-4,cme1qmx9u008llllgtkaxr9do,0.9,0.10000000000000003,12.500,range_halfwidth, 0.7 and 0.9
10.21203/rs.3.rs-2401313/v1,cme1qmx9u008llllgtkaxr9do,5,2.75,52.381,range_halfwidth,2.5–8
10.21203/rs.3.rs-2401313/v1,cme1qmx9u008llllgtkaxr9do,7.5,2.75,52.381,range_halfwidth,2.5–8
10.1201/9781351073783-7,cme1qmxy4008ulllgw8lo84nc,6.05,0.94,18.395,range_halfwidth,from 4.17 to 6.05
10.48048/tis.2023.5490,cme1qmy6n008xlllgn3t1ijkj,0.11,0,0.000,plus_minus_abs,0.11 ± 0.00
10.48048/tis.2023.5490,cme1qmy6n008xlllgn3t1ijkj,0.18,0.01,5.556,plus_minus_abs,0.18 ± 0.01
10.14710/reaktor.22.2.36-41,cme1qmy6n008xlllgn3t1ijkj,18.4,1.98,10.761,plus_minus_abs,18.40±1.98
10.22153/kej.2022.07.002,cme1qmy6n008xlllgn3t1ijkj,44,1,2.222,range_halfwidth, 44 and 46
10.22153/kej.2022.07.002,cme1qmy6n008xlllgn3t1ijkj,46,1,2.222,range_halfwidth, 44 and 46
10.22153/kej.2022.07.002,cme1qmy6n008xlllgn3t1ijkj,45,1,2.174,range_halfwidth, 45 and 47
10.22153/kej.2022.07.002,cme1qmy6n008xlllgn3t1ijkj,47,1,2.174,range_halfwidth, 45 and 47
10.14421/icse.v1.284,cme1qmy6n008xlllgn3t1ijkj,93.93,99.615,102.049,range_halfwidth,-2 and 197.23
10.3126/ijasbt.v4i3.15395,cme1qmy6n008xlllgn3t1ijkj,0.042,0.010250000000000002,32.283,range_halfwidth, 0.0215-0.042
10.31399/asm.ad.fe0120,cme1qmy6n008xlllgn3t1ijkj,1.5,1.39,92.667,plus_minus_abs,1.5 ± 1.39
10.31699/IJCPE.2019.2.3,cme1qmy6n008xlllgn3t1ijkj,10,6.5,76.471,range_halfwidth,2 to 15
10.4236/jsbs.2019.92002,cme1qmy6n008xlllgn3t1ijkj,36,24.8,58.491,range_halfwidth, 17.6 to 67.2
10.3389/fenrg.2022.843768,cme1qmzmj009flllgm26od0t3,25,7.5,42.857,range_halfwidth,between 10 and 25
10.1016/j.enconman.2024.118224,cme1qn1gp00a3lllgv7v2cx6u,60,17.5,41.176,range_halfwidth,between 25 and 60
10.22452/ijrer.vol13no2.1,cme1qn1gp00a3lllgv7v2cx6u,55,30,60.000,range_halfwidth, 20 and 80
10.21203/rs.3.rs-3939507/v1,cme1qnfpy00f6lllg3rwjyrp6,105,2.5,2.326,range_halfwidth, 105-110
10.21203/rs.3.rs-3939507/v1,cme1qnfpy00f6lllg3rwjyrp6,209,96.5,65.424,range_halfwidth, 244-51
10.21203/rs.3.rs-3939507/v1,cme1qnfpy00f6lllg3rwjyrp6,167,46,38.017,range_halfwidth, 167-75
10.48048/tis.2023.5490,cme1qnfpy00f6lllg3rwjyrp6,52,4,7.143,range_halfwidth, 52-60
10.11113/jurnalteknologi.v84.17875,cme1qnfpy00f6lllg3rwjyrp6,4648,6,0.129,range_halfwidth,4648-4660
10.3389/fenrg.2022.843768,cme1qnfpy00f6lllg3rwjyrp6,14,2.5,15.152,range_halfwidth, 14-19
10.48048/tis.2022.1521,cme1qnfpy00f6lllg3rwjyrp6,157,45,40.179,range_halfwidth, 157-67
10.19053/01211129.v29.n54.2020.10468,cme1qnfpy00f6lllg3rwjyrp6,5181,5.5,0.106,range_halfwidth, 5181-5192
10.31026/j.eng.2017.05.07,cme1qnfpy00f6lllg3rwjyrp6,4961,3.5,0.071,range_halfwidth, 4961-4968
10.31026/j.eng.2015.07.03,cme1qnfpy00f6lllg3rwjyrp6,1123,5,0.443,range_halfwidth, 1123-1133
10.31026/j.eng.2015.07.03,cme1qnfpy00f6lllg3rwjyrp6,1588,5,0.443,range_halfwidth, 1123-1133
10.1002/elsa.202100210,cme1qnfpy00f6lllg3rwjyrp6,1301,8.5,0.649,range_halfwidth, 1301-1318
10.15626/Eco-Tech.2014.006,cme1qnfpy00f6lllg3rwjyrp6,3341,2.5,0.075,range_halfwidth, 3341-3346
10.21203/rs.3.rs-2167210/v1,cme1qnfpy00f6lllg3rwjyrp6,310,3.5,1.116,range_halfwidth,310-317
10.21203/rs.3.rs-296577/v1,cme1qnfpy00f6lllg3rwjyrp6,137,3.5,2.491,range_halfwidth, 137-144
10.31018/jans.v10i4.1836,cme1qnfpy00f6lllg3rwjyrp6,279,3,1.064,range_halfwidth, 279-285
10.31018/jans.v10i4.1836,cme1qnfpy00f6lllg3rwjyrp6,95,5,5.000,range_halfwidth, 95-105
10.31018/jans.v10i4.1836,cme1qnfpy00f6lllg3rwjyrp6,116,5,5.000,range_halfwidth, 95-105
10.55463/issn.1674-2974,cme1qnfpy00f6lllg3rwjyrp6,5611,9,0.160,range_halfwidth, 5611-5629
10.5821/dissertation-2117-95792,cme1qnfpy00f6lllg3rwjyrp6,1333,3.5,0.262,range_halfwidth, 1333-1340
10.62638/ZasMat1184,cme1qnfpy00f6lllg3rwjyrp6,736,1.5,0.203,range_halfwidth, 736-739
10.7567/ssdm.2008.i-8-3,cme1qnfpy00f6lllg3rwjyrp6,364,2.5,0.682,range_halfwidth,364-369
10.3329/cerb.v22i1.54295,cme1qng8z00fclllgegkuqp6g,26,2.5,8.772,range_halfwidth, 26-31
10.3329/cerb.v22i1.54295,cme1qng8z00fclllgegkuqp6g,44,3,6.383,range_halfwidth, 44-50
10.19053/01211129.v29.n54.2020.10468,cme1qng8z00fclllgegkuqp6g,8,1.5,15.789,range_halfwidth,8-11
10.21771/jrtppi.2020.v11.no.2.p19-27,cme1qng8z00fclllgegkuqp6g,19,4,17.391,range_halfwidth, 19-27
10.29121/granthaalayah.v5.i4RAST.2017.3296,cme1qng8z00fclllgegkuqp6g,0.4,0.09999999999999998,20.000,range_halfwidth, 0.4-0.6
10.31699/IJCPE.2019.2.3,cme1qng8z00fclllgegkuqp6g,4040,3,0.074,range_halfwidth,4040-4046
10.3389/fceng.2022.765682,cme1qng8z00fclllgegkuqp6g,642,487.5,99.388,range_halfwidth,978-3
10.37934/arfmts.115.2.103112,cme1qng8z00fclllgegkuqp6g,103,4.5,4.186,range_halfwidth, 103-112
10.4236/abb.2013.41015,cme1qng8z00fclllgegkuqp6g,1308,6.5,0.494,range_halfwidth, 1308-1321
10.4236/abb.2013.41015,cme1qng8z00fclllgegkuqp6g,1365,6.5,0.494,range_halfwidth, 1308-1321
10.46488/NEPT.2021.v20i04.017,cme1qng8z00fclllgegkuqp6g,67,6,8.219,range_halfwidth, 67-79
10.46488/NEPT.2024.v23i03.008,cme1qng8z00fclllgegkuqp6g,1048,9.5,0.898,range_halfwidth, 1048-1067
10.57233/ijsgs.v5i2.143,cme1qng8z00fclllgegkuqp6g,24,1,4.000,range_halfwidth, 24-26
10.5772/intechopen.91593,cme1qng8z00fclllgegkuqp6g,40,2.5,5.882,range_halfwidth,from 40-45
10.14710/jksa.28.4.183-194,cme1qnghb00fflllgg6zb4dnr,8717,2.5,0.029,range_halfwidth, 8717-8722
10.5599/jese.2383,cme1qnghb00fflllgg6zb4dnr,653,8,1.210,range_halfwidth, 653-669
10.5599/jese.2383,cme1qnghb00fflllgg6zb4dnr,239,3.5,1.961,range_halfwidth, 175- 182
10.14710/reaktor.22.2.36-41,cme1qnghb00fflllgg6zb4dnr,449,2.5,0.554,range_halfwidth,449-454
10.14710/ijred.2021.32403,cme1qnghb00fflllgg6zb4dnr,10,1.5,17.647,range_halfwidth, 10-7
10.14710/ijred.2021.32403,cme1qnghb00fflllgg6zb4dnr,71,3.5,4.698,range_halfwidth, 71-78
10.14710/ijred.6.1.83-92,cme1qnghb00fflllgg6zb4dnr,1533,5.5,0.357,range_halfwidth, 1533-1544
10.7176/JSTR/5-2-17,cme1qnghb00fflllgg6zb4dnr,5206,2.5,0.048,range_halfwidth, 5206-5211
10.4314/njb.v41i1.12,cme1qngpp00filllgvf642apx,919,10,1.100,range_halfwidth, 899–919
10.33448/rsd-v11i10.32132,cme1qngpp00filllgvf642apx,387,2.5,0.642,range_halfwidth, 387-392
10.19053/01211129.v29.n54.2020.10468,cme1qngpp00filllgvf642apx,481,3.5,0.722,range_halfwidth, 481-488
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,863,1,0.116,range_halfwidth, 863-865
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,605,1,0.166,range_halfwidth, 603-605
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,787,1,0.166,range_halfwidth, 603-605
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,51,5.5,9.735,range_halfwidth, 51-62
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,756,1,0.132,range_halfwidth, 756-758
10.1016/j.carbon.2017.02.003,cme1qngpp00filllgvf642apx,1021,2,0.196,range_halfwidth, 1021-1025
10.14710/ijred.6.1.83-92,cme1qngpp00filllgvf642apx,2575,2.5,0.097,range_halfwidth, 2575-2580
10.9767/bcrec.12.2.803.287-292,cme1qngpp00filllgvf642apx,1779,4,0.224,range_halfwidth, 1779-1787
10.1021/acsomega.5c12506,cme1qngpp00filllgvf642apx,15064,4,0.027,range_halfwidth, 15064-15072
10.11113/amst.v26n1.230,cme1qngpp00filllgvf642apx,22181,6,0.027,range_halfwidth, 22181-22193
10.21926/cr.2203029,cme1qngpp00filllgvf642apx,641,2.5,0.389,range_halfwidth, 641-646
10.22146/ijeis.54138,cme1qngpp00filllgvf642apx,4731,4.5,0.095,range_halfwidth, 4731-4740
10.22452/ijrer.vol13no2.1,cme1qngpp00filllgvf642apx,840,0.5,0.059,range_halfwidth, 840-841
10.22452/ijrer.vol13no2.1,cme1qngpp00filllgvf642apx,32,8,20.000,range_halfwidth, 32-48
10.31018/jans.v10i4.1836,cme1qngpp00filllgvf642apx,6646,6.5,0.098,range_halfwidth, 6646-6659
10.4028/www.scientific.net/amr.807-809.2713,cme1qngpp00filllgvf642apx,3358,3.5,0.104,range_halfwidth, 3358-3365
10.4028/www.scientific.net/amr.807-809.2713,cme1qngpp00filllgvf642apx,3559,3.5,0.104,range_halfwidth, 3358-3365
10.4314/dujopas.v9i4a.8,cme1qngpp00filllgvf642apx,291,4.5,1.523,range_halfwidth, 291-300
10.33736/bjrst.6163.2024,cme1qngy100fllllgc5bbnwz6,294,3,1.010,range_halfwidth, 294-300
10.19053/01211129.v29.n54.2020.10468,cme1qngy100fllllgc5bbnwz6,8,1.5,15.789,range_halfwidth,8-11
10.15626/Eco-Tech.2014.006,cme1qngy100fllllgc5bbnwz6,929,2.5,0.268,range_halfwidth, 929-934
10.21205/deufmd.2023257420,cme1qngy100fllllgc5bbnwz6,21,2,8.696,range_halfwidth,21-25
10.21205/deufmd.2023257420,cme1qngy100fllllgc5bbnwz6,19,2,8.696,range_halfwidth,21-25
10.4236/abb.2013.41015,cme1qngy100fllllgc5bbnwz6,1308,6.5,0.494,range_halfwidth, 1308-1321
10.4236/abb.2013.41015,cme1qngy100fllllgc5bbnwz6,1365,6.5,0.494,range_halfwidth, 1308-1321
10.31632/ijalsr.2025.v08i01.002,cme1qnh6i00folllgfizs934a,815,11.5,1.391,range_halfwidth, 815-838
10.33448/rsd-v11i10.32132,cme1qnh6i00folllgfizs934a,387,2.5,0.642,range_halfwidth, 387-392
10.1021/acsomega.5c12506,cme1qnh6i00folllgfizs934a,29563,3.5,0.012,range_halfwidth, 29563-29570
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,35,2.5,6.667,range_halfwidth, 35-40
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,2173,1.5,0.069,range_halfwidth, 2173-2176
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,118,4,3.279,range_halfwidth, 118-126
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,103,3,2.830,range_halfwidth, 103-109
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,86,3,2.830,range_halfwidth, 103-109
10.11113/amst.v26n1.230,cme1qnh6i00folllgfizs934a,286,4.5,1.549,range_halfwidth, 286-295
10.1201/9781003225430,cme1qnh6i00folllgfizs934a,129,2.5,1.901,range_halfwidth, 129-134
10.21203/rs.3.rs-2747512/v1,cme1qnh6i00folllgfizs934a,30687,2,0.007,range_halfwidth, 30687-30691
10.21203/rs.3.rs-2747512/v1,cme1qnh6i00folllgfizs934a,25423,6,0.024,range_halfwidth, 25423-25435
10.21203/rs.3.rs-2747512/v1,cme1qnh6i00folllgfizs934a,59,6,9.231,range_halfwidth, 59-71
10.21203/rs.3.rs-3513100/v1,cme1qnh6i00folllgfizs934a,9701,4.5,0.046,range_halfwidth, 9701-9710
10.21203/rs.3.rs-3513100/v1,cme1qnh6i00folllgfizs934a,267,3.5,1.294,range_halfwidth, 267-274
10.3389/fceng.2021.790314,cme1qnh6i00folllgfizs934a,819,4,0.577,range_halfwidth, 689–697
10.46488/NEPT.2024.v23i03.008,cme1qnh6i00folllgfizs934a,2164,346.5,19.065,range_halfwidth,1471- 2164
10.46488/NEPT.2024.v23i03.008,cme1qnh6i00folllgfizs934a,532,2,0.375,range_halfwidth, 532-536
10.53555/ecb.v11:i9.17764,cme1qnh6i00folllgfizs934a,2520,5.5,0.218,range_halfwidth, 2520-2531
10.53555/jaz.v45i3.4937,cme1qnh6i00folllgfizs934a,351,0.5,0.142,range_halfwidth, 351-352
10.53555/jaz.v45i3.4937,cme1qnh6i00folllgfizs934a,338,0.5,0.142,range_halfwidth, 351-352
10.53555/jaz.v45i3.4937,cme1qnh6i00folllgfizs934a,1178,3,0.254,range_halfwidth, 1178-1184
10.53555/jaz.v45i3.4937,cme1qnh6i00folllgfizs934a,303,12,3.810,range_halfwidth, 303-327
10.53555/jaz.v45i3.4937,cme1qnh6i00folllgfizs934a,966,5.5,0.566,range_halfwidth, 966-977
10.52783/anvi.v28.2270,cme1qnijj00g6lllg7k4kt5b5,10049,4.5,0.045,range_halfwidth, 10049-10058
10.18186/thermal.507919,cme1qnijj00g6lllg7k4kt5b5,2311,7,0.302,range_halfwidth, 2311-2325
10.9767/bcrec.12.2.803.287-292,cme1qnijj00g6lllg7k4kt5b5,213,8,3.620,range_halfwidth, 213-229
10.22452/ijrer.vol13no2.1,cme1qnijj00g6lllg7k4kt5b5,3609,4,0.111,range_halfwidth, 3609-3617
10.46488/NEPT.2024.v23i03.008,cme1qnijj00g6lllg7k4kt5b5,5777,5,0.086,range_halfwidth, 5777-5787
10.62063/ecb-14,cme1qnirs00g9lllgyxrs7o86,12980,3,0.023,range_halfwidth, 12980-12986
10.37934/cfdl.16.10.5463,cme1qnj8800gflllgfslbh5b3,453,4,0.875,range_halfwidth, 453-461
10.29109/gujsc.1334651,cme1qnj8800gflllgfslbh5b3,932,9,0.956,range_halfwidth, 932-950
10.30939/ijastech..1209429,cme1qnj8800gflllgfslbh5b3,11,3,21.429,range_halfwidth, 11-17
10.30939/ijastech..1209429,cme1qnj8800gflllgfslbh5b3,10,1.5,17.647,range_halfwidth,10-7
10.31632/ijalsr.2025.v08i01.002,cme1qnjgf00gilllgqrmiett5,307,2,0.647,range_halfwidth, 307-311
10.1002/pi.6510,cme1qnjgf00gilllgqrmiett5,5647,4,0.071,range_halfwidth, 5647-5655
10.21924/cst.7.1.2022.799,cme1qnjgf00gilllgqrmiett5,4808,6,0.125,range_halfwidth, 4808-4820
10.1016/j.solener.2018.12.009,cme1qnjgf00gilllgqrmiett5,7,1,12.500,range_halfwidth,7-9
10.21203/rs.3.rs-296577/v1,cme1qnjgf00gilllgqrmiett5,1149,3.5,0.304,range_halfwidth, 1149-1156
10.21203/rs.3.rs-296577/v1,cme1qnjgf00gilllgqrmiett5,208,3.5,1.655,range_halfwidth, 208-215
10.5599/jese.1011,cme1qnjws00golllgdgi831hg,8,0.5,5.882,range_halfwidth, 8-9
10.5599/jese.1011,cme1qnjws00golllgdgi831hg,209,3,1.415,range_halfwidth, 209-215
10.24857/rgsa.v18n6-187,cme1qnkd100gulllgndgdfzk9,999,3.5,0.349,range_halfwidth, 999-1006
10.47430/ujmr.2493.041,cme1qnkd100gulllgndgdfzk9,94,5,5.051,range_halfwidth, 94-104
10.22545/2023/00229,cme1qnkd100gulllgndgdfzk9,308,2.5,0.805,range_halfwidth, 308-313
10.35414/akufemubid.1027565,cme1qnkd100gulllgndgdfzk9,407,2.5,0.611,range_halfwidth, 407-412
10.3808/jei.201500308,cme1qnkd100gulllgndgdfzk9,67,1.5,2.190,range_halfwidth, 67-70
10.1007/bf02472679,cme1qnkd100gulllgndgdfzk9,80,3,3.614,range_halfwidth,80-86
10.1016/j.solener.2018.12.009,cme1qnkd100gulllgndgdfzk9,20,1,4.762,range_halfwidth, 20-22
10.1201/9781003225430,cme1qnkd100gulllgndgdfzk9,2716,3,0.110,range_halfwidth, 2716-2722
10.18186/thermal.734719,cme1qnkd100gulllgndgdfzk9,10,1.5,17.647,range_halfwidth,10-7
10.21203/rs.3.rs-2000255/v1,cme1qnkd100gulllgndgdfzk9,14,3.5,20.000,range_halfwidth, 14-21
10.21203/rs.3.rs-2000255/v1,cme1qnkd100gulllgndgdfzk9,669,7,1.036,range_halfwidth, 669-683
10.21203/rs.3.rs-2000255/v1,cme1qnkd100gulllgndgdfzk9,2204,2,0.091,range_halfwidth, 2204-2208
10.21203/rs.3.rs-4559953/v1,cme1qnkd100gulllgndgdfzk9,1077,4.5,0.416,range_halfwidth, 1077-1086
10.35208/ert.785556,cme1qnkd100gulllgndgdfzk9,163,7.5,4.399,range_halfwidth, 163-178
10.35429/H.2023.6.97.104,cme1qnkd100gulllgndgdfzk9,3056,16.5,0.537,range_halfwidth, 3056-3089
10.5599/jese.1011,cme1qnkd100gulllgndgdfzk9,209,3,1.415,range_halfwidth, 209-215
10.58496/BJML/2023/005,cme1qnklb00gxlllgtuaikh75,296,3.5,1.169,range_halfwidth, 296-303
10.1002/adfm.202304790,cme1qnpa100illllgbpkc49nd,60,15,33.333,range_halfwidth, 30 and 60
10.48048/tis.2024.7867,cme1qnpqd00irlllgqkxi9rv9,65,3.5,5.109,range_halfwidth, 65-72
10.4236/jsbs.2021.113009,cme1qnpqd00irlllgqkxi9rv9,340,2,0.585,range_halfwidth, 340-344
10.14710/ijred.3.1.65-72,cme1qnpqd00irlllgqkxi9rv9,65,3.5,5.109,range_halfwidth, 65-72
10.14710/ijred.3.1.65-72,cme1qnpqd00irlllgqkxi9rv9,1948,3,0.154,range_halfwidth,1948-1954
10.14710/ijred.3.1.65-72,cme1qnpqd00irlllgqkxi9rv9,808,2.5,0.308,range_halfwidth,808-813
10.1007/bf02472679,cme1qnpqd00irlllgqkxi9rv9,842,2.5,0.296,range_halfwidth,842-847
10.11113/amst.v26n1.230,cme1qnpqd00irlllgqkxi9rv9,13,3.5,21.212,range_halfwidth, 13-20
10.21203/rs.3.rs-2747512/v1,cme1qnpqd00irlllgqkxi9rv9,1104,5,0.451,range_halfwidth, 1104-1114
10.24425/aep.2023.148683,cme1qnq6v00ixlllgytagk1so,603,0.5,0.083,range_halfwidth, 603-604
10.24425/aep.2023.148683,cme1qnq6v00ixlllgytagk1so,320,4,1.235,range_halfwidth, 320-328
10.24425/aep.2023.148683,cme1qnq6v00ixlllgytagk1so,205,3,1.442,range_halfwidth, 205-211
10.48048/tis.2023.6900,cme1qnq6v00ixlllgytagk1so,297,2,0.669,range_halfwidth, 297-301
10.21924/cst.7.1.2022.799,cme1qnq6v00ixlllgytagk1so,66,5,7.042,range_halfwidth, 66-76
10.21924/cst.7.1.2022.799,cme1qnq6v00ixlllgytagk1so,39,2.5,6.024,range_halfwidth, 39-44
10.14710/jksa.23.6.222-227,cme1qnq6v00ixlllgytagk1so,44,3,6.383,range_halfwidth, 44-50
10.14710/jksa.23.6.222-227,cme1qnq6v00ixlllgytagk1so,320,5.5,1.716,range_halfwidth, 315-326
10.31699/IJCPE.2022.3.3,cme1qnqfc00j0lllg1n265yf0,39,2.5,6.024,range_halfwidth, 39-44
10.21926/rpse.2501001,cme1qnqnq00j3lllg3r0yl4zc,19,1,5.000,range_halfwidth,19-21
10.22531/muglajsci.1737770,cme1qnqnq00j3lllg3r0yl4zc,2911,4.5,0.154,range_halfwidth, 2911-2920
10.37934/cfdl.16.10.5463,cme1qnqnq00j3lllg3r0yl4zc,396,9.5,2.343,range_halfwidth, 396-415
10.37934/cfdl.16.10.5463,cme1qnqnq00j3lllg3r0yl4zc,225,1.5,0.662,range_halfwidth, 225-228
10.37934/cfdl.16.10.5463,cme1qnqnq00j3lllg3r0yl4zc,54,4.5,7.692,range_halfwidth, 54-63
10.37934/cfdl.16.10.5463,cme1qnqnq00j3lllg3r0yl4zc,5251,8,0.152,range_halfwidth, 5251-5267
10.37934/cfdl.16.10.5463,cme1qnqnq00j3lllg3r0yl4zc,10060,5,0.050,range_halfwidth, 10060-10070
10.4314/njb.v41i1.12,cme1qnqnq00j3lllg3r0yl4zc,307,5.5,1.760,range_halfwidth, 307-318
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,489,10,2.004,range_halfwidth, 489-509
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,510,10,2.004,range_halfwidth, 489-509
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,640,11.5,1.765,range_halfwidth, 640-663
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,183,2.5,1.348,range_halfwidth, 183-188
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,27,0.5,1.818,range_halfwidth, 27-28
10.46338/ijetae142324_10,cme1qnqnq00j3lllg3r0yl4zc,86,4.5,4.972,range_halfwidth, 86-95
10.62063/ecb-14,cme1qnqnq00j3lllg3r0yl4zc,404,3,0.737,range_halfwidth, 404-410
